"uri,primary_name_display,replaced"
"http://dx.doi.org/10.13039/501100004172,""Mersin Ãœniversitesi"","
"http://dx.doi.org/10.13039/100007054,""Meso Scale Diagnostics"","
"http://dx.doi.org/10.13039/100001755,""Mesothelioma Applied Research Foundation"","
"http://dx.doi.org/10.13039/501100000847,""Met Office"","
"http://dx.doi.org/10.13039/100000916,""MetLife Foundation"","
"http://dx.doi.org/10.13039/100008037,""Metabolic Technologies"","
"http://dx.doi.org/10.13039/100001240,""Methodist Health Foundation"","
"http://dx.doi.org/10.13039/501100002533,""Methodist Theological University"","
"http://dx.doi.org/10.13039/100001241,""MetroWest Community Health Care Foundation"","
"http://dx.doi.org/10.13039/100007848,""MetroWest Health Foundation"","
"http://dx.doi.org/10.13039/100004375,""Metropolitan Life Insurance Company"","
"http://dx.doi.org/10.13039/100005807,""Metropolitan Museum of Art"","
"http://dx.doi.org/10.13039/100005162,""Meyer Foundation"","
"http://dx.doi.org/10.13039/100007700,""Miami Center for AIDS Research"","
"http://dx.doi.org/10.13039/100003885,""Michael Fund International Foundation for Genetics Research"","
"http://dx.doi.org/10.13039/100000864,""Michael J. Fox Foundation for Parkinson's Research"","
"http://dx.doi.org/10.13039/100001304,""Michael Reese Health Trust"","
"http://dx.doi.org/10.13039/501100000245,""Michael Smith Foundation for Health Research"","
"http://dx.doi.org/10.13039/100000880,""Michael and Susan Dell Foundation"","
"http://dx.doi.org/10.13039/100006111,""Michelson Prize and Grants"","
"http://dx.doi.org/10.13039/100004936,""Michigan Community Service Commission"","
"http://dx.doi.org/10.13039/100004937,""Michigan Council for Arts and Cultural Affairs"","
"http://dx.doi.org/10.13039/100004938,""Michigan Department of Agriculture and Rural Development"","
"http://dx.doi.org/10.13039/100004939,""Michigan Department of Community Health"","
"http://dx.doi.org/10.13039/100004940,""Michigan Department of Education"","
"http://dx.doi.org/10.13039/100004942,""Michigan Department of History, Arts, and Libraries"","
"http://dx.doi.org/10.13039/100006610,""Michigan Department of Mental Health"","
"http://dx.doi.org/10.13039/100004945,""Michigan Department of Military and Veterans Affairs"","
"http://dx.doi.org/10.13039/100004947,""Michigan Department of Transportation"","
"http://dx.doi.org/10.13039/100006611,""Michigan Developmental Disabilities Council"","
"http://dx.doi.org/10.13039/100004948,""Michigan Economic Development Corporation"","
"http://dx.doi.org/10.13039/100004949,""Michigan Humanities Council"","
"http://dx.doi.org/10.13039/100008269,""Michigan Institute for Clinical and Health Research"","
"http://dx.doi.org/10.13039/100004950,""Michigan Public Service Commission"","
"http://dx.doi.org/10.13039/100005773,""Michigan Sea Grant, University of Michigan"","
"http://dx.doi.org/10.13039/100005746,""Michigan Space Grant Consortium"","
"http://dx.doi.org/10.13039/100004951,""Michigan State Housing Development Authority"","
"http://dx.doi.org/10.13039/100007709,""Michigan State University"","
"http://dx.doi.org/10.13039/100009019,""Micralyne"","
"http://dx.doi.org/10.13039/100007245,""Microelectronics Advanced Research Corporation"","
"http://dx.doi.org/10.13039/100003119,""Microfinance Opportunities"","
"http://dx.doi.org/10.13039/100001243,""Micron Foundation"","
"http://dx.doi.org/10.13039/100002484,""Micron Technology"","
"http://dx.doi.org/10.13039/100004318,""Microsoft"","
"http://dx.doi.org/10.13039/100006112,""Microsoft Research"","
"http://dx.doi.org/10.13039/100004973,""Mid Atlantic Arts Foundation"","
"http://dx.doi.org/10.13039/501100002384,""Middle East Fertility Society"","
"http://dx.doi.org/10.13039/100008555,""Middle Tennessee State University"","
"http://dx.doi.org/10.13039/100003120,""Middlesex County Community Foundation"","
"http://dx.doi.org/10.13039/100009296,""Midwest Victorian Studies Association"","
"http://dx.doi.org/10.13039/100008225,""Midwestern State University"","
"http://dx.doi.org/10.13039/100003965,""Migraine Research Foundation"","
"http://dx.doi.org/10.13039/501100000283,""Migraine Trust"","
"http://dx.doi.org/10.13039/100003464,""Mike Utley Foundation"","
"http://dx.doi.org/10.13039/100004458,""Milagro Foundation"","
"http://dx.doi.org/10.13039/100008403,""Milbank Foundation"","
"http://dx.doi.org/10.13039/100001757,""Milbank Foundation for Rehabilitation"","
"http://dx.doi.org/10.13039/100002229,""Milbank Memorial Fund"","
"http://dx.doi.org/10.13039/501100003599,""Military Manpower Administration"","
"http://dx.doi.org/10.13039/501100002981,""MiljÃ¸ministeriet"","
"http://dx.doi.org/10.13039/501100007036,""MiljÃ¸styrelsen"","
"http://dx.doi.org/10.13039/100001244,""Milken Family Foundation"","
"http://dx.doi.org/10.13039/100005185,""Millennium Challenge Corporation"","
"http://dx.doi.org/10.13039/100007055,""Milliman"","
"http://dx.doi.org/10.13039/501100004176,""Miltenyi Biotec"","
"http://dx.doi.org/10.13039/100001735,""Milton and Tamar Maltz Family Foundation"","
"http://dx.doi.org/10.13039/100007248,""Mind Science Foundation"","
"http://dx.doi.org/10.13039/501100001290,""Mineral Industry Research Organization"","
"http://dx.doi.org/10.13039/501100000962,""Minerals and Energy Research Institute of Western Australia"","
"http://dx.doi.org/10.13039/501100001658,""Minerva Foundation"","
"http://dx.doi.org/10.13039/100007679,""Ministarstvo Energetike, Razvoja i ZaÅ¡tite Å_ivotne Sredine"","
"http://dx.doi.org/10.13039/501100005114,""Ministarstvo Kulture Republike Hrvatske"","
"http://dx.doi.org/10.13039/501100003415,""Ministarstvo Obrazovanja, Znanosti i Sporta"",R"
"http://dx.doi.org/10.13039/501100004564,""Ministarstvo Prosvete, Nauke i TehnoloÅ¡kog Razvoja"","
"http://dx.doi.org/10.13039/501100006588,""Ministarstvo Znanosti, Obrazovanja i Sporta"","
"http://dx.doi.org/10.13039/501100003195,""Ministerie van Economische Zaken"","
"http://dx.doi.org/10.13039/501100007196,""Ministerie van Infrastructuur en Milieu"","
"http://dx.doi.org/10.13039/501100003245,""Ministerie van Onderwijs, Cultuur en Wetenschap"","
"http://dx.doi.org/10.13039/501100002999,""Ministerie van Volksgezondheid, Welzijn en Sport"","
"http://dx.doi.org/10.13039/501100007037,""Ministeriet Sundhed Forebyggelse"","
"http://dx.doi.org/10.13039/501100002161,""Ministeriet for Forskning, Innovation og VideregÃ¥ende Uddannelser"","
"http://dx.doi.org/10.13039/100008396,""Ministeriet for FÃ¸devarer, Landbrug og Fiskeri"","
"http://dx.doi.org/10.13039/501100002906,""Ministerio de Agricultura y Desarrollo Rural"","
"http://dx.doi.org/10.13039/501100004336,""Ministerio de Agricultura, AlimentaciÃ_n y Medio Ambiente"","
"http://dx.doi.org/10.13039/501100003767,""Ministerio de Asuntos Exteriores y de CooperaciÃ_n"","
"http://dx.doi.org/10.13039/501100006473,""Ministerio de Ciencia TecnologÃ_a y Telecomunicaciones"","
"http://dx.doi.org/10.13039/501100004837,""Ministerio de Ciencia e InnovaciÃ_n"","
"http://dx.doi.org/10.13039/501100006280,""Ministerio de Ciencia y TecnologÃ_a"","
"http://dx.doi.org/10.13039/501100007030,""Ministerio de Ciencia y TecnologÃ_a, Gobierno de la Provincia de CÃ_rdoba"","
"http://dx.doi.org/10.13039/501100003033,""Ministerio de Ciencia, TecnologÃ_a e InnovaciÃ_n Productiva"","
"http://dx.doi.org/10.13039/501100003329,""Ministerio de EconomÃ_a y Competitividad"","
"http://dx.doi.org/10.13039/501100005886,""Ministerio de EconomÃ_a, Fomento y Turismo"","
"http://dx.doi.org/10.13039/501100006667,""Ministerio de EducaciÃ_n de la NaciÃ_n"","
"http://dx.doi.org/10.13039/501100003176,""Ministerio de EducaciÃ_n, Cultura y Deporte"","
"http://dx.doi.org/10.13039/501100002847,""Ministerio de EducaciÃ_n, Gobierno de Chile"","
"http://dx.doi.org/10.13039/501100006591,""Ministerio de Industria, EnergÃ_a y Turismo"","
"http://dx.doi.org/10.13039/501100003285,""Ministerio de Salud de la NaciÃ_n"","
"http://dx.doi.org/10.13039/501100002905,""Ministerio de Salud y ProtecciÃ_n Social"","
"http://dx.doi.org/10.13039/501100003751,""Ministerio de Sanidad, Servicios Sociales e Igualdad"","
"http://dx.doi.org/10.13039/501100006257,""Ministerio de la ProducciÃ_n, Ciencia y TecnologÃ_a"","
"http://dx.doi.org/10.13039/501100005344,""Ministerium fÃ_r Klimaschutz, Umwelt, Landwirtschaft, Natur- und Verbraucherschutz des Landes Nordrhein-Westfalen"","
"http://dx.doi.org/10.13039/501100006590,""Ministerium fÃ_r Wissenschaft und Wirtschaft, Land Sachsen-Anhalt"","
"http://dx.doi.org/10.13039/501100004581,""Ministerium fÃ_r Wissenschaft, Forschung und Kultur"","
"http://dx.doi.org/10.13039/501100003542,""Ministerium fÃ_r Wissenschaft, Forschung und Kunst Baden-WÃ_rttemberg"","
"http://dx.doi.org/10.13039/501100006411,""Ministerium fÃ_r Ã„usseres, Bildung und Kultur"","
"http://dx.doi.org/10.13039/501100006601,""Ministero degli Affari Esteri e della Cooperazione Internazionale"","
"http://dx.doi.org/10.13039/501100003196,""Ministero della Salute"","
"http://dx.doi.org/10.13039/501100005401,""Ministero delle Politiche Agricole Alimentari e Forestali"","
"http://dx.doi.org/10.13039/501100003407,""Ministero dellâ€™Istruzione, dellâ€™UniversitÃ  e della Ricerca"","
"http://dx.doi.org/10.13039/100007654,""Ministerstvo Dopravy"","
"http://dx.doi.org/10.13039/501100005619,""Ministerstvo Kultury"","
"http://dx.doi.org/10.13039/501100004578,""Ministerstvo PrÅ¯myslu a Obchodu"","
"http://dx.doi.org/10.13039/100009532,""Ministerstvo Vnitra ÄŒeskÃ© Republiky"","
"http://dx.doi.org/10.13039/501100003243,""Ministerstvo ZdravotnictvÃ_ CeskÃ© Republiky"","
"http://dx.doi.org/10.13039/501100006533,""Ministerstvo ZemÄ›dÄ›lstvÃ_"","
"http://dx.doi.org/10.13039/501100001823,""Ministerstvo Å kolstvÃ_, MlÃ¡deÅ_e a TÄ›lovÃ_chovy"","
"http://dx.doi.org/10.13039/501100003193,""Ministerstvo Å¡kolstva, vedy, vÃ_skumu a Å¡portu Slovenskej republiky"","
"http://dx.doi.org/10.13039/501100004569,""Ministerstwo Nauki i Szkolnictwa WyÅ_szego"","
"http://dx.doi.org/10.13039/501100003766,""Ministerul EducaÅ£iei NaÅ£ionale"","
"http://dx.doi.org/10.13039/501100006730,""Ministerul EducaÈ›iei È™i CercetÄƒrii È˜tiinÈ›ifice"","
"http://dx.doi.org/10.13039/501100005755,""Ministerul Muncii, Familiei, Protectiei Sociale ÅŸi Persoanelor VÃ¢rstnice"","
"http://dx.doi.org/10.13039/501100005988,""Ministrstvo za Gospodarski Razvoj in Tehnologijo"","
"http://dx.doi.org/10.13039/501100005989,""Ministrstvo za IzobraÅ_evanje, Znanost in Å port"","
"http://dx.doi.org/10.13039/501100007147,""Ministrstvo za Kmetijstvo in Okolje"","
"http://dx.doi.org/10.13039/501100004629,""Ministry for Business Innovation and Employment"","
"http://dx.doi.org/10.13039/501100001508,""Ministry for Culture and Heritage, New Zealand"","
"http://dx.doi.org/10.13039/501100003952,""Ministry for Food, Agriculture, Forestry and Fisheries"","
"http://dx.doi.org/10.13039/501100005921,""Ministry for Foreign Affairs"","
"http://dx.doi.org/10.13039/501100001525,""Ministry for the Environment, New Zealand"","
"http://dx.doi.org/10.13039/501100004525,""Ministry of Advanced Education"","
"http://dx.doi.org/10.13039/501100005262,""Ministry of Advanced Education and Technology"","
"http://dx.doi.org/10.13039/100008921,""Ministry of Agriculture - Saskatchewan"","
"http://dx.doi.org/10.13039/501100004576,""Ministry of Agriculture and Rural Development"","
"http://dx.doi.org/10.13039/501100004573,""Ministry of Agriculture of the People's Republic of China"","
"http://dx.doi.org/10.13039/501100003624,""Ministry of Agriculture, Food and Rural Affairs"","
"http://dx.doi.org/10.13039/501100003993,""Ministry of Agriculture, Forestry and Fisheries"","
"http://dx.doi.org/10.13039/501100003289,""Ministry of Aliyah and Immigrant Absorption"","
"http://dx.doi.org/10.13039/501100003524,""Ministry of Business, Innovation and Employment"","
"http://dx.doi.org/10.13039/501100004464,""Ministry of Civil Affairs of the People's Republic of China"","
"http://dx.doi.org/10.13039/100007845,""Ministry of Communication and Information Technology"","
"http://dx.doi.org/10.13039/501100001354,""Ministry of Communications and Information"","
"http://dx.doi.org/10.13039/501100001458,""Ministry of Community Development, Youth and Sports - Singapore"","
"http://dx.doi.org/10.13039/100007775,""Ministry of Construction and Transportation"","
"http://dx.doi.org/10.13039/501100003561,""Ministry of Culture, Sports and Tourism"","
"http://dx.doi.org/10.13039/501100001463,""Ministry of Defence"","
"http://dx.doi.org/10.13039/501100006083,""Ministry of Defence"","
"http://dx.doi.org/10.13039/501100001851,""Ministry of Earth Sciences"","
"http://dx.doi.org/10.13039/501100004725,""Ministry of Economic Affairs"","
"http://dx.doi.org/10.13039/501100007170,""Ministry of Economy"","
"http://dx.doi.org/10.13039/501100003050,""Ministry of Economy, Trade and Industry"","
"http://dx.doi.org/10.13039/501100002701,""Ministry of Education"","
"http://dx.doi.org/10.13039/501100001459,""Ministry of Education - Singapore"","
"http://dx.doi.org/10.13039/501100003335,""Ministry of Education Youth and Science"","
"http://dx.doi.org/10.13039/501100003446,""Ministry of Education and Religious Affairs, Sport and Culture"","
"http://dx.doi.org/10.13039/100009002,""Ministry of Education and Science"","
"http://dx.doi.org/10.13039/501100005992,""Ministry of Education and Science"","
"http://dx.doi.org/10.13039/501100004561,""Ministry of Education and Science of the Republic of Kazakhstan"","
"http://dx.doi.org/10.13039/501100003443,""Ministry of Education and Science of the Russian Federation"","
"http://dx.doi.org/10.13039/501100001864,""Ministry of Education and Science, Republic of Latvia"","
"http://dx.doi.org/10.13039/501100004805,""Ministry of Education of Perm Territory"","
"http://dx.doi.org/10.13039/501100002338,""Ministry of Education of the People's Republic of China"","
"http://dx.doi.org/10.13039/501100004566,""Ministry of Education of the Republic of Belarus"","
"http://dx.doi.org/10.13039/501100002759,""Ministry of Education, British Columbia"","
"http://dx.doi.org/10.13039/501100001700,""Ministry of Education, Culture, Sports, Science, and Technology"","
"http://dx.doi.org/10.13039/501100003081,""Ministry of Education, Ethiopia"","
"http://dx.doi.org/10.13039/501100004567,""Ministry of Education, Government of the People's Republic of Bangladesh"","
"http://dx.doi.org/10.13039/501100006409,""Ministry of Education, Lifelong Learning and Religious Affairs"","
"http://dx.doi.org/10.13039/501100004085,""Ministry of Education, Science and Technology"","
"http://dx.doi.org/10.13039/501100003563,""Ministry of Employment and Labor"","
"http://dx.doi.org/10.13039/501100003562,""Ministry of Environment"","
"http://dx.doi.org/10.13039/501100001421,""Ministry of Environment and Forests"","
"http://dx.doi.org/10.13039/501100004171,""Ministry of Environmental Protection"","
"http://dx.doi.org/10.13039/501100005045,""Ministry of Finance"","
"http://dx.doi.org/10.13039/501100006545,""Ministry of Finance Japan"","
"http://dx.doi.org/10.13039/501100001556,""Ministry of Fisheries, New Zealand"","
"http://dx.doi.org/10.13039/501100001422,""Ministry of Food Processing Industries"","
"http://dx.doi.org/10.13039/501100003569,""Ministry of Food and Drug Safety"","
"http://dx.doi.org/10.13039/501100003556,""Ministry of Foreign Affairs"","
"http://dx.doi.org/10.13039/501100001519,""Ministry of Foreign Affairs and Trade, New Zealand"","
"http://dx.doi.org/10.13039/501100002747,""Ministry of Forests, Lands and Natural Resource Operations"","
"http://dx.doi.org/10.13039/501100003564,""Ministry of Gender Equality and Family"","
"http://dx.doi.org/10.13039/501100003567,""Ministry of Government Legislation"","
"http://dx.doi.org/10.13039/501100004726,""Ministry of Health"","
"http://dx.doi.org/10.13039/501100001350,""Ministry of Health -Singapore"","
"http://dx.doi.org/10.13039/501100007334,""Ministry of Health and Family Welfare"","
"http://dx.doi.org/10.13039/501100003969,""Ministry of Health and Medical Education"","
"http://dx.doi.org/10.13039/100008903,""Ministry of Health and Welfare"","
"http://dx.doi.org/10.13039/501100003625,""Ministry of Health and Welfare"","
"http://dx.doi.org/10.13039/501100005890,""Ministry of Health of the People's Republic of China"","
"http://dx.doi.org/10.13039/501100003478,""Ministry of Health, Labour and Welfare"","
"http://dx.doi.org/10.13039/501100001504,""Ministry of Health, New Zealand"","
"http://dx.doi.org/10.13039/501100006544,""Ministry of Health, State of Israel"","
"http://dx.doi.org/10.13039/501100002385,""Ministry of Higher Education"","
"http://dx.doi.org/10.13039/100009122,""Ministry of Higher Education and Scientific Research"","
"http://dx.doi.org/10.13039/501100007335,""Ministry of Higher Education and Scientific Research"","
"http://dx.doi.org/10.13039/501100003008,""Ministry of Higher Education, Egypt"",R"
"http://dx.doi.org/10.13039/501100003093,""Ministry of Higher Education, Malaysia"","
"http://dx.doi.org/10.13039/501100001460,""Ministry of Home Affairs - Singapore"","
"http://dx.doi.org/10.13039/501100005316,""Ministry of Housing and Urban-Rural Development"","
"http://dx.doi.org/10.13039/501100004541,""Ministry of Human Resource Development"","
"http://dx.doi.org/10.13039/501100005952,""Ministry of Human Resources and Social Security"","
"http://dx.doi.org/10.13039/501100006579,""Ministry of Industry and Information Technology of the People's Republic of China"","
"http://dx.doi.org/10.13039/501100004579,""Ministry of Industry, Trade and Labor"","
"http://dx.doi.org/10.13039/501100006404,""Ministry of Information and Communication"","
"http://dx.doi.org/10.13039/501100005620,""Ministry of Infrastructure, Transport and Networks"","
"http://dx.doi.org/10.13039/501100005263,""Ministry of Innovation and Advanced Education"","
"http://dx.doi.org/10.13039/100008266,""Ministry of Jobs Tourism and Innovation"","
"http://dx.doi.org/10.13039/100008265,""Ministry of Jobs, Tourism and Skills Training"","
"http://dx.doi.org/10.13039/501100003558,""Ministry of Justice"","
"http://dx.doi.org/10.13039/501100002994,""Ministry of Knowledge Economy"","
"http://dx.doi.org/10.13039/501100004428,""Ministry of Land and Resources of the People's Republic of China"","
"http://dx.doi.org/10.13039/501100003565,""Ministry of Land, Infrastructure and Transport"","
"http://dx.doi.org/10.13039/501100007330,""Ministry of Land, Infrastructure, Transport and Tourism"","
"http://dx.doi.org/10.13039/501100006101,""Ministry of Land, Transport and Maritime Affairs"","
"http://dx.doi.org/10.13039/501100002206,""Ministry of Micro, Small and Medium Enterprises"","
"http://dx.doi.org/10.13039/501100001854,""Ministry of Micro, Small and Medium Industries"","
"http://dx.doi.org/10.13039/501100003559,""Ministry of National Defense"","
"http://dx.doi.org/10.13039/501100004717,""Ministry of National Defense, People's Republic of China"","
"http://dx.doi.org/10.13039/501100001461,""Ministry of National Development - Singapore"","
"http://dx.doi.org/10.13039/501100006408,""Ministry of National Education and Religious Affairs"","
"http://dx.doi.org/10.13039/100008137,""Ministry of Natural Resources"","
"http://dx.doi.org/10.13039/100008138,""Ministry of Natural Resources and Forestry"","
"http://dx.doi.org/10.13039/501100005913,""Ministry of Natural Resources and Tourism"","
"http://dx.doi.org/10.13039/501100001406,""Ministry of New and Renewable Energy India"","
"http://dx.doi.org/10.13039/501100003566,""Ministry of Oceans and Fisheries"","
"http://dx.doi.org/10.13039/501100003568,""Ministry of Patriots and Veterans Affairs"","
"http://dx.doi.org/10.13039/501100004397,""Ministry of Public Health"","
"http://dx.doi.org/10.13039/501100005975,""Ministry of Public Health and Sanitation"","
"http://dx.doi.org/10.13039/501100004254,""Ministry of Railways"","
"http://dx.doi.org/10.13039/501100003400,""Ministry of Research and Innovation"","
"http://dx.doi.org/10.13039/501100007080,""Ministry of Rural Affairs"","
"http://dx.doi.org/10.13039/501100004083,""Ministry of Science ICT and Future Planning"",R"
"http://dx.doi.org/10.13039/100007770,""Ministry of Science and Environmental Protection"","
"http://dx.doi.org/10.13039/501100001506,""Ministry of Science and Innovation, New Zealand"","
"http://dx.doi.org/10.13039/501100003711,""Ministry of Science and Technology"","
"http://dx.doi.org/10.13039/100007225,""Ministry of Science and Technology"","
"http://dx.doi.org/10.13039/501100007275,""Ministry of Science and Technology of Thailand"","
"http://dx.doi.org/10.13039/501100002855,""Ministry of Science and Technology of the People's Republic of China"","
"http://dx.doi.org/10.13039/501100006589,""Ministry of Science and Technology, Croatia"","
"http://dx.doi.org/10.13039/501100006245,""Ministry of Science and Technology, Israel"","
"http://dx.doi.org/10.13039/501100004663,""Ministry of Science and Technology, Taiwan"","
"http://dx.doi.org/10.13039/501100003621,""Ministry of Science, ICT and Future Planning"","
"http://dx.doi.org/10.13039/501100001738,""Ministry of Science, Technology and Space"","
"http://dx.doi.org/10.13039/501100003007,""Ministry of Scientific Research, Egypt"","
"http://dx.doi.org/10.13039/501100003560,""Ministry of Security and Public Administration"","
"http://dx.doi.org/10.13039/501100002201,""Ministry of Social and Family Development"","
"http://dx.doi.org/10.13039/501100003555,""Ministry of Strategy and Finance"","
"http://dx.doi.org/10.13039/501100005615,""Ministry of Technology, Innovation and Citizens' Services"","
"http://dx.doi.org/10.13039/501100003052,""Ministry of Trade, Industry and Energy"","
"http://dx.doi.org/10.13039/501100003202,""Ministry of Transporation and Communications R.O.C."","
"http://dx.doi.org/10.13039/501100004833,""Ministry of Transport of the People's Republic of China"","
"http://dx.doi.org/10.13039/501100003557,""Ministry of Unification"","
"http://dx.doi.org/10.13039/501100001855,""Ministry of Urban Development"","
"http://dx.doi.org/10.13039/501100004177,""Ministry of Water Resources"","
"http://dx.doi.org/10.13039/501100006120,""Ministry of the Environment"","
"http://dx.doi.org/10.13039/501100001462,""Ministry of the Environment and Water Resources - Singapore"","
"http://dx.doi.org/10.13039/100007643,""MinistÃ¨re de l'Agriculture, de l'Agroalimentaire et de la ForÃªt"","
"http://dx.doi.org/10.13039/100008777,""MinistÃ¨re de l'Agriculture, des PÃªcheries et de l'Alimentation"","
"http://dx.doi.org/10.13039/501100004719,""MinistÃ¨re de l'Economie, du Redressement Productif et du NumÃ©rique"","
"http://dx.doi.org/10.13039/501100004562,""MinistÃ¨re de l'Education Nationale, de l'Enseignement Superieur et de la Recherche"","
"http://dx.doi.org/10.13039/501100004793,""MinistÃ¨re de l'Education Nationale, de l'Enseignement SupÃ©rieur et de la Recherche"","
"http://dx.doi.org/10.13039/501100004792,""MinistÃ¨re de l'Enseignement SupÃ©rieur et de la Recherche"","
"http://dx.doi.org/10.13039/501100002717,""MinistÃ¨re de l'Enseignement SupÃ©rieur et de la Recherche Scientifique"","
"http://dx.doi.org/10.13039/501100002783,""MinistÃ¨re de l'Enseignement SupÃ©rieur, Republique du Cameroun"","
"http://dx.doi.org/10.13039/501100006574,""MinistÃ¨re de l'Enseignement SupÃ©rieur, de la Recherche Scientifique et de la Formation des Cadres"","
"http://dx.doi.org/10.13039/501100004524,""MinistÃ¨re de l'Enseignement SupÃ©rieur, de la Recherche, de la Science et de la Technologie"","
"http://dx.doi.org/10.13039/100007641,""MinistÃ¨re de l'IntÃ©rieur"","
"http://dx.doi.org/10.13039/501100003959,""MinistÃ¨re de l'Ã‰cologie, du DÃ©veloppement Durable et de l'Ã‰nergie"","
"http://dx.doi.org/10.13039/501100005265,""MinistÃ¨re de l'Ã‰conomie, des Finances et de l'Industrie"","
"http://dx.doi.org/10.13039/501100003023,""MinistÃ¨re de l'Ã‰ducation Nationale"","
"http://dx.doi.org/10.13039/501100005996,""MinistÃ¨re de l'Ã‰nergie et des Ressources Naturelles"","
"http://dx.doi.org/10.13039/501100007169,""MinistÃ¨re de la Culture et de la Communication"","
"http://dx.doi.org/10.13039/501100005900,""MinistÃ¨re de la DÃ©fense"","
"http://dx.doi.org/10.13039/501100004690,""MinistÃ¨re de la SantÃ©"","
"http://dx.doi.org/10.13039/501100005903,""MinistÃ¨re de la Ville de la Jeunesse et des Sports"","
"http://dx.doi.org/10.13039/501100003198,""MinistÃ¨re de lâ€™Agriculture, de lâ€™Agroalimentaire et de la ForÃªt"","
"http://dx.doi.org/10.13039/501100004720,""MinistÃ¨re de lâ€™Artisanat, du Commerce et du Tourisme"","
"http://dx.doi.org/10.13039/501100004409,""MinistÃ¨re de lâ€™Enseignement SupÃ©rieur, de la Recherche Scientifique et des Technologies de l'Information et de la Communication"","
"http://dx.doi.org/10.13039/100008385,""MinistÃ¨re de lâ€™Ã‰ducation, du Loisir et du Sport QuÃ©bec"","
"http://dx.doi.org/10.13039/501100003763,""MinistÃ¨re des Affaires EtrangÃ¨res"",R"
"http://dx.doi.org/10.13039/501100004571,""MinistÃ¨re des Affaires Sociales et de la SantÃ©"","
"http://dx.doi.org/10.13039/501100006022,""MinistÃ¨re des Affaires Sociales, de la SantÃ© et des Droits des Femmes"","
"http://dx.doi.org/10.13039/501100003388,""MinistÃ¨re des Affaires Ã‰trangÃ¨res"","
"http://dx.doi.org/10.13039/100007529,""MinistÃ¨re des Finances et des Comptes Publics"","
"http://dx.doi.org/10.13039/501100006277,""MinistÃ¨re des Ressources Naturelles et de la Faune"","
"http://dx.doi.org/10.13039/501100006599,""MinistÃ¨re des Transports, de l'Equipement, du Tourisme et de la Mer"","
"http://dx.doi.org/10.13039/501100005978,""MinistÃ¨re du Travail, de lâ€™Emploi, de la Formation Professionnelle et du Dialogue Social"","
"http://dx.doi.org/10.13039/501100007134,""MinistÃ©rio da Agricultura, PecuÃ¡ria e Abastecimento"","
"http://dx.doi.org/10.13039/501100007396,""MinistÃ©rio da CiÃªncia e Tecnologia"","
"http://dx.doi.org/10.13039/501100006111,""MinistÃ©rio da CiÃªncia, Tecnologia e Ensino Superior"","
"http://dx.doi.org/10.13039/501100003545,""MinistÃ©rio da CiÃªncia, Tecnologia e InovaÃ§Ã£o"","
"http://dx.doi.org/10.13039/501100006366,""MinistÃ©rio da EducaÃ§Ã£o"","
"http://dx.doi.org/10.13039/501100003381,""MinistÃ©rio da EducaÃ§Ã£o e CiÃªncia"","
"http://dx.doi.org/10.13039/501100006506,""MinistÃ©rio da SaÃºde"","
"http://dx.doi.org/10.13039/501100007314,""Minnan Normal University"","
"http://dx.doi.org/10.13039/100008170,""Minneapolis Heart Institute"","
"http://dx.doi.org/10.13039/100008171,""Minneapolis Heart Institute Foundation"","
"http://dx.doi.org/10.13039/100008169,""Minneapolis Medical Research Foundation"","
"http://dx.doi.org/10.13039/100009287,""Minnesota Association of Law Libraries"","
"http://dx.doi.org/10.13039/100003133,""Minnesota Colon and Rectal Foundation"","
"http://dx.doi.org/10.13039/100004953,""Minnesota Department Of Commerce"","
"http://dx.doi.org/10.13039/100004952,""Minnesota Department of Agriculture"","
"http://dx.doi.org/10.13039/100004955,""Minnesota Department of Education"","
"http://dx.doi.org/10.13039/100004954,""Minnesota Department of Employment and Economic Development"","
"http://dx.doi.org/10.13039/100004956,""Minnesota Department of Health"","
"http://dx.doi.org/10.13039/100004957,""Minnesota Department of Human Services"","
"http://dx.doi.org/10.13039/100004958,""Minnesota Department of Labor and Industry"","
"http://dx.doi.org/10.13039/100004959,""Minnesota Department of Natural Resources"","
"http://dx.doi.org/10.13039/100004960,""Minnesota Department of Transportation"","
"http://dx.doi.org/10.13039/100004962,""Minnesota Historical Society"","
"http://dx.doi.org/10.13039/100004963,""Minnesota Housing Finance Agency"","
"http://dx.doi.org/10.13039/100003134,""Minnesota Humanities Commission"","
"http://dx.doi.org/10.13039/100001758,""Minnesota Lions Eye Bank"","
"http://dx.doi.org/10.13039/100009258,""Minnesota Obesity Center, University of Minnesota"","
"http://dx.doi.org/10.13039/100004961,""Minnesota Office of Higher Education"","
"http://dx.doi.org/10.13039/100003135,""Minnesota Ovarian Cancer Alliance"","
"http://dx.doi.org/10.13039/100004964,""Minnesota Pollution Control Agency"","
"http://dx.doi.org/10.13039/100003969,""Minnesota Research Fund"","
"http://dx.doi.org/10.13039/100005774,""Minnesota Sea Grant, University of Minnesota"","
"http://dx.doi.org/10.13039/100004965,""Minnesota State Arts Board"","
"http://dx.doi.org/10.13039/100004966,""Minnesota State Colleges and Universities"","
"http://dx.doi.org/10.13039/100001793,""Minnie Pearl Cancer Foundation"","
"http://dx.doi.org/10.13039/100005824,""Minority Business Development Agency"","
"http://dx.doi.org/10.13039/100007754,""Mintek"","
"http://dx.doi.org/10.13039/100008704,""Misan University"","
